venueCategory,latitude,longitude
Bus Station,35.71645439,139.7584158
Convenience Store,35.56522264,139.6623659
Subway,35.67478139,139.7513723
Convenience Store,35.69245004,139.7350779
Bus Station,35.70199515,139.6754175
Convenience Store,35.72776021,139.7721394
Bus Station,35.67850125,139.8437569
Bus Station,35.71924619,139.8190552
Convenience Store,35.80071617,139.5275474
Train Station,35.74979513,139.8054822
Train Station,35.65490265,139.7571145
Bus Station,35.80863214,139.6868491
Bus Station,35.57715431,139.6540806
Convenience Store,35.69085751,139.7456861
Convenience Store,35.69937419,139.6355532
Train Station,35.84793615,139.6688641
Bus Station,35.55227128,139.7400526
Convenience Store,35.77387584,139.6359417
Convenience Store,35.65692358,139.5306171
Convenience Store,35.572953,139.693072
Convenience Store,35.76476679,139.8284523
Convenience Store,35.66418704,139.667784
Convenience Store,35.69609441,139.7591908
Convenience Store,35.8018755,139.5767098
Airport,35.54679259,139.7686082
Train Station,35.71337478,139.7765078
Train Station,35.65869121,139.698823
Train Station,35.65167096,139.5449678
Airport,35.54588036,139.7789884
Subway,35.74391735,139.6786308
Airport,35.55206062,139.7881508
Train Station,35.68120801,139.7675217
Convenience Store,35.69863075,139.5616202
Bus Station,35.69605343,139.8177064
Train Station,35.77728326,139.7209556
Bus Station,35.70696804,139.7607081
Convenience Store,35.64417498,139.6699445
Train Station,35.73345744,139.7396335
Convenience Store,35.68165206,139.7033805
Convenience Store,35.69111032,139.7326049
Airport,35.55203855,139.7870632
Convenience Store,35.54128304,139.6872575
Convenience Store,35.69490353,139.6878446
Convenience Store,35.66864982,139.7709364
Convenience Store,35.70859241,139.7095326
Convenience Store,35.69844484,139.776358
Convenience Store,35.6385979,139.6000559
Convenience Store,35.83752216,139.8044932
Bus Station,35.54173306,139.6869323
Convenience Store,35.66563834,139.7382134
Convenience Store,35.62811733,139.7420535
Convenience Store,35.71547935,139.6943257
Bus Station,35.56171415,139.5669007
Convenience Store,35.68098057,139.7100516
Convenience Store,35.62684923,139.7227562
Convenience Store,35.66311326,139.7449326
Convenience Store,35.78511686,139.6792665
Convenience Store,35.777266,139.8328552
Convenience Store,35.64722269,139.6233934
Convenience Store,35.70739523,139.7857149
Train Station,35.66994974,139.702837
Convenience Store,35.66889387,139.7554225
Bus Station,35.82797946,139.6894848
Convenience Store,35.53054667,139.6937374
Convenience Store,35.77878488,139.7819495
Convenience Store,35.54270493,139.6835057
Convenience Store,35.783021,139.770286
Convenience Store,35.67395341,139.4807267
Bus Station,35.548398,139.785552
Bus Station,35.68288636,139.6568298
Train Station,35.61183472,139.6266034
Convenience Store,35.690755,139.821217
Bus Station,35.63250501,139.6613493
Convenience Store,35.6624736,139.7336114
Convenience Store,35.72976085,139.7161024
Convenience Store,35.68961373,139.8271608
Train Station,35.69049749,139.7016004
Airport,35.55127502,139.7883868
Convenience Store,35.56869092,139.6705884
Convenience Store,35.61440397,139.741424
Train Station,35.68383638,139.8639534
Convenience Store,35.712236,139.778414
Convenience Store,35.597114,139.668237
Bus Station,35.71670265,139.6955475
Convenience Store,35.52776019,139.7019017
Convenience Store,35.63643534,139.7877723
Airport,35.5487313,139.7840172
Convenience Store,35.54806093,139.7854902
Convenience Store,35.66917715,139.8117757
Bus Station,35.64250585,139.6465784
Bus Station,35.57352367,139.6630634
Convenience Store,35.53147972,139.7016375
Train Station,35.74824718,139.7028968
Convenience Store,35.53115231,139.7023255
Train Station,35.68873078,139.7000048
Convenience Store,35.73830199,139.8493702
Bus Station,35.67618923,139.8345357
Convenience Store,35.8333419,139.6696682
Convenience Store,35.62876354,139.6575031
Convenience Store,35.80510171,139.7208917
Bus Station,35.75025662,139.8039987
Convenience Store,35.639286,139.835127
Train Station,35.7381242,139.760752
Convenience Store,35.57720449,139.6077776
Airport,35.54977146,139.783433
Airport,35.546467,139.784938
Train Station,35.60411608,139.5081287
Convenience Store,35.60422469,139.6093225
Bus Station,35.59366896,139.6994233
Bus Station,35.61865586,139.7752815
Convenience Store,35.70130903,139.7535181
Bus Station,35.57804479,139.6990973
Convenience Store,35.6553893,139.798205
Airport,35.54914513,139.7929493
Convenience Store,35.66700246,139.4774544
Train Station,35.86406833,139.7044975
Train Station,35.74335866,139.8174816
Convenience Store,35.79473284,139.5832185
Bus Station,35.64449376,139.7360301
Convenience Store,35.67590334,139.7381416
Bus Station,35.71188439,139.7920769
Train Station,35.73171183,139.7111101
Bus Station,35.6536212,139.7449077
Convenience Store,35.552527,139.740276
Convenience Store,35.56867377,139.7065371
Convenience Store,35.712701,139.5297227
Bus Station,35.74396156,139.7278743
Convenience Store,35.71068103,139.6211725
Convenience Store,35.52284122,139.6881338
Train Station,35.69041921,139.6975267
Convenience Store,35.74433532,139.7285414
Convenience Store,35.57131415,139.5943934
Bus Station,35.638829,139.749803
Convenience Store,35.74061829,139.7122422
Bus Station,35.74894165,139.8576522
Convenience Store,35.667256,139.8762053
Bus Station,35.75507575,139.7078615
Bus Station,35.69250014,139.8260558
Train Station,35.55331079,139.6471496
Bus Station,35.70176862,139.8630273
Bus Station,35.71119065,139.6068656
Convenience Store,35.70930459,139.7640002
Convenience Store,35.77359182,139.72117
Train Station,35.67504597,139.7633935
Train Station,35.68125672,139.7682863
Convenience Store,35.75153858,139.7055287
Convenience Store,35.68182753,139.6277305
Convenience Store,35.55379223,139.7539103
Convenience Store,35.70045295,139.8331914
Convenience Store,35.66514362,139.7359014
Bus Station,35.68802344,139.6975136
Airport,35.54473735,139.7677513
Bus Station,35.5441272,139.7681507
Train Station,35.63003347,139.5508463
Train Station,35.73214713,139.8002476
Train Station,35.70029183,139.8336866
Convenience Store,35.667447,139.632034
Convenience Store,35.83740273,139.6724081
Bus Station,35.65252334,139.7985256
Train Station,35.84543432,139.647299
Train Station,35.66754,139.632501
Airport,35.54896343,139.7843917
Train Station,35.66654799,139.7583473
Subway,35.74589402,139.7423065
Bus Station,35.568359,139.553113
Convenience Store,35.73628826,139.7684602
Convenience Store,35.68887305,139.7235525
Convenience Store,35.64526754,139.8007062
Train Station,35.71756721,139.8576522
Bus Station,35.62872878,139.8879582
Convenience Store,35.81179266,139.5707202
Bus Station,35.59046374,139.7328182
Airport,35.5722673,139.7499079
Bus Station,35.56285748,139.7186387
Bus Station,35.71001895,139.7601539
Bus Station,35.75784591,139.5887774
Convenience Store,35.71253466,139.6657992
Convenience Store,35.57876644,139.7311378
Bus Station,35.71123365,139.7098135
Train Station,35.68896263,139.7000097
Convenience Store,35.7367481,139.6405192
Train Station,35.72729848,139.7715103
Convenience Store,35.84132529,139.7227478
Convenience Store,35.59907785,139.6107388
Convenience Store,35.59697541,139.6128845
Train Station,35.68412921,139.702089
Bus Station,35.66094439,139.7273183
Bus Station,35.59651469,139.7117634
Train Station,35.71359406,139.7762981
Convenience Store,35.76542461,139.6736385
Convenience Store,35.67856914,139.6355233
Convenience Store,35.71054164,139.7859943
Train Station,35.67484038,139.7633885
Convenience Store,35.65615802,139.7055098
Convenience Store,35.69149364,139.77176
Convenience Store,35.60347534,139.7081528
Convenience Store,35.6681195,139.8410379
Train Station,35.65428332,139.7575587
Convenience Store,35.77827134,139.7205162
Train Station,35.71374151,139.7765128
Convenience Store,35.6587352,139.6966441
Convenience Store,35.70481359,139.7743696
Convenience Store,35.71379208,139.7621441
Bus Station,35.56752883,139.5736223
Convenience Store,35.70238721,139.7375804
Convenience Store,35.69395583,139.7011869
Train Station,35.72923228,139.907096
Airport,35.54863448,139.7918147
Convenience Store,35.67786551,139.7690159
Convenience Store,35.69473295,139.8148763
Convenience Store,35.682997,139.772399
Convenience Store,35.67909543,139.7676265
Bus Station,35.69740353,139.6547672
Convenience Store,35.70507713,139.7549209
Convenience Store,35.69841859,139.7064105
Convenience Store,35.6938223,139.7259986
Convenience Store,35.63691678,139.8973489
Convenience Store,35.65319571,139.5542434
Convenience Store,35.71143893,139.7107744
Bus Station,35.65542325,139.6893452
Bus Station,35.67059785,139.5633602
Airport,35.5520388,139.7813433
Train Station,35.65611786,139.7571494
Train Station,35.69868869,139.774214
Convenience Store,35.79427305,139.788022
Subway,35.73250917,139.6705627
Convenience Store,35.64452935,139.7347689
Bus Station,35.80046382,139.8559141
Convenience Store,35.64106285,139.6853739
Bus Station,35.64667342,139.735027
Train Station,35.66610464,139.7588414
Convenience Store,35.69439095,139.5610669
Convenience Store,35.61553783,139.7158331
Convenience Store,35.53675024,139.6250198
Convenience Store,35.65942326,139.8910189
Convenience Store,35.68063905,139.7834945
Convenience Store,35.72434676,139.7503171
Convenience Store,35.67639755,139.6667527
Convenience Store,35.64421912,139.6685028
Convenience Store,35.64250581,139.8365947
Convenience Store,35.74252802,139.8819111
Convenience Store,35.68970756,139.6839015
Convenience Store,35.70269105,139.8143587
Convenience Store,35.64849993,139.531914
Convenience Store,35.73091102,139.7106457
Airport,35.54896343,139.7846264
Convenience Store,35.8266652,139.711529
Airport,35.55464947,139.7872779
Airport,35.55487126,139.7871906
Train Station,35.71416108,139.7768922
Convenience Store,35.65716113,139.7525954
Train Station,35.69280356,139.7710161
Convenience Store,35.68696774,139.7363555
Convenience Store,35.697957,139.566101
Convenience Store,35.65094539,139.6347982
Bus Station,35.66999427,139.8583496
Convenience Store,35.70580241,139.6505427
Convenience Store,35.56794555,139.6633959
Convenience Store,35.68524353,139.7632288
Convenience Store,35.70350457,139.5832971
Convenience Store,35.61819797,139.558205
Convenience Store,35.7147405,139.5327187
Convenience Store,35.69475909,139.6885121
Convenience Store,35.67367309,139.7099431
Convenience Store,35.73177163,139.715019
Train Station,35.71469898,139.7780106
Convenience Store,35.66342688,139.7541798
Convenience Store,35.56828679,139.7413849
Convenience Store,35.56861694,139.7335915
Bus Station,35.72592913,139.5127469
Convenience Store,35.72608535,139.5126963
Convenience Store,35.72038945,139.7929358
Convenience Store,35.61992048,139.5702374
Convenience Store,35.67268311,139.7397798
Train Station,35.65605198,139.7572393
Bus Station,35.652094,139.7364815
Convenience Store,35.808747,139.839419
Convenience Store,35.70639092,139.693872
Bus Station,35.57181854,139.5813425
Bus Station,35.68888177,139.6823645
Train Station,35.65427276,139.7055198
Train Station,35.62765761,139.7386206
Convenience Store,35.7154451,139.8582987
Train Station,35.60650818,139.7342949
Bus Station,35.69309771,139.7710361
Convenience Store,35.57630853,139.6989028
Convenience Store,35.73097634,139.5719433
Convenience Store,35.70082791,139.7506265
Train Station,35.7305266,139.7114043
Convenience Store,35.69786804,139.8103132
Convenience Store,35.72259535,139.8178965
Convenience Store,35.67075749,139.769828
Convenience Store,35.65528574,139.7615916
Train Station,35.60709942,139.7349685
Train Station,35.61950413,139.7280738
Convenience Store,35.75307905,139.7160185
Convenience Store,35.78932919,139.6608907
Train Station,35.71341952,139.776343
Bus Station,35.54555297,139.5747146
Bus Station,35.67438047,139.6671778
Convenience Store,35.73267632,139.7144815
Convenience Store,35.73289672,139.7152537
Bus Station,35.54516619,139.6677876
Convenience Store,35.56533971,139.7114841
Bus Station,35.69150897,139.705233
Bus Station,35.54157659,139.6515781
Convenience Store,35.6603735,139.8705863
Convenience Store,35.73901464,139.6572697
Bus Station,35.66925995,139.554686
Convenience Store,35.69672827,139.8325092
Convenience Store,35.7626045,139.8686439
Train Station,35.6281617,139.7380419
Train Station,35.60716498,139.734709
Convenience Store,35.63094186,139.6436475
Convenience Store,35.60689829,139.6680227
Train Station,35.77811723,139.7210054
Convenience Store,35.69637539,139.7254515
Airport,35.69121706,139.6985221
Convenience Store,35.68163206,139.7758188
Convenience Store,35.69878547,139.7643519
Convenience Store,35.85021772,139.7213906
Convenience Store,35.55144242,139.7481762
Convenience Store,35.65679718,139.5304656
Convenience Store,35.67533046,139.7636676
Convenience Store,35.62693222,139.7215837
Convenience Store,35.71141933,139.678722
Convenience Store,35.58347831,139.5820713
Train Station,35.64645369,139.7105266
Convenience Store,35.77861975,139.6647882
Train Station,35.7132163,139.7761833
Train Station,35.72751308,139.7680558
Bus Station,35.73103949,139.7091602
Train Station,35.74489139,139.7150401
Convenience Store,35.52963973,139.6992917
Train Station,35.75915795,139.6885725
Train Station,35.67503194,139.7634384
Train Station,35.71344337,139.7759087
Bus Station,35.69185752,139.6545607
Convenience Store,35.66393805,139.5422178
Bus Station,35.6630713,139.7451711
Convenience Store,35.67758336,139.7651964
Bus Station,35.82912489,139.6914391
Convenience Store,35.68251552,139.6744709
Convenience Store,35.63488203,139.7150202
Airport,35.55136231,139.7811985
Train Station,35.71456648,139.7775862
Airport,35.55034629,139.7466442
Convenience Store,35.531292,139.683259
Train Station,35.65177827,139.5452016
Train Station,35.65172582,139.5453756
Train Station,35.73001654,139.7120178
Convenience Store,35.74141454,139.7649459
Convenience Store,35.70569351,139.8140824
Convenience Store,35.60841606,139.7266853
Bus Station,35.708987,139.810439
Bus Station,35.66480156,139.6930826
Convenience Store,35.72620349,139.5205951
Convenience Store,35.69233793,139.5694556
Train Station,35.65232365,139.5439732
Bus Station,35.66845467,139.7497731
Subway,35.68691239,139.7637749
Airport,35.54905348,139.793129
Convenience Store,35.565107,139.6559435
Bus Station,35.69009706,139.8458164
Bus Station,35.66783916,139.536907
Convenience Store,35.68820486,139.8021656
Convenience Store,35.60706403,139.7391897
Airport,35.54483566,139.7681856
Convenience Store,35.628777,139.689564
Subway,35.79021254,139.654212
Convenience Store,35.7904758,139.6532598
Convenience Store,35.76625435,139.7207952
Train Station,35.60670014,139.7348238
Bus Station,35.63619064,139.8809269
Convenience Store,35.55303325,139.7355272
Convenience Store,35.75779654,139.7049916
Convenience Store,35.63963289,139.6618026
Convenience Store,35.68121133,139.6149762
Convenience Store,35.82070145,139.7183704
Train Station,35.59518547,139.7575986
Convenience Store,35.56904656,139.7165663
Convenience Store,35.60368747,139.7292711
Bus Station,35.5942205,139.711145
Convenience Store,35.66998979,139.733593
Convenience Store,35.73896438,139.7617064
Airport,35.54889235,139.7842719
Train Station,35.60693918,139.7348238
Convenience Store,35.68198009,139.766723
Bus Station,35.6207384,139.7506864
Convenience Store,35.5620678,139.5799691
Convenience Store,35.62925313,139.7446332
Bus Station,35.838768,139.761093
Convenience Store,35.63763769,139.739374
Convenience Store,35.7216092,139.7953081
Convenience Store,35.55403332,139.6545392
Convenience Store,35.65258001,139.5454216
Convenience Store,35.6671855,139.7653788
Convenience Store,35.86098603,139.651434
Convenience Store,35.6775178,139.763129
Bus Station,35.72618195,139.7958175
Convenience Store,35.725898,139.795634
Convenience Store,35.700886,139.527207
Convenience Store,35.63119517,139.642447
Convenience Store,35.69040081,139.844436
Bus Station,35.54499334,139.6883382
Convenience Store,35.69430906,139.6989455
Bus Station,35.65534353,139.7562915
Convenience Store,35.65582495,139.7147708
Convenience Store,35.55276844,139.7297101
Convenience Store,35.71282833,139.7765178
Convenience Store,35.620054,139.614018
Convenience Store,35.75031087,139.5794401
Convenience Store,35.71622007,139.5495839
Train Station,35.56187543,139.7144665
Bus Station,35.73228273,139.7055468
Convenience Store,35.78808901,139.6205127
Convenience Store,35.567978,139.690232
Convenience Store,35.71162482,139.7034054
Convenience Store,35.65817905,139.7049862
Train Station,35.65408504,139.7055597
Convenience Store,35.65707395,139.6990934
Bus Station,35.57178705,139.5277684
Convenience Store,35.6772609,139.6760961
Convenience Store,35.55009582,139.7205116
Convenience Store,35.6095347,139.5544026
Subway,35.75110975,139.641037
Convenience Store,35.68291686,139.6151859
Convenience Store,35.7817551,139.665834
Subway,35.6204834,139.7042084
Convenience Store,35.53637065,139.6720487
Convenience Store,35.71150209,139.7917959
Convenience Store,35.70770598,139.8804476
Train Station,35.72725332,139.7101476
Train Station,35.53779957,139.6771823
Convenience Store,35.6678624,139.6007976
Train Station,35.68996196,139.6983593
Convenience Store,35.72068555,139.7128058
Convenience Store,35.55441519,139.5839086
Bus Station,35.64228788,139.609167
Convenience Store,35.57103146,139.731995
Convenience Store,35.68328768,139.568336
Bus Station,35.69234112,139.721455
Convenience Store,35.62834797,139.6352693
Convenience Store,35.7684481,139.6617436
Convenience Store,35.73606167,139.7113445
Convenience Store,35.74410627,139.7538305
Convenience Store,35.75509,139.7321058
Convenience Store,35.66114923,139.6725047
Convenience Store,35.56989496,139.7116836
Convenience Store,35.66628771,139.5030588
Convenience Store,35.69882373,139.524157
Convenience Store,35.55627505,139.7263079
Convenience Store,35.62360521,139.6976316
Subway,35.63801109,139.7262347
Train Station,35.68110856,139.7654486
Convenience Store,35.56843711,139.7226615
Airport,35.54913687,139.784202
Airport,35.55227666,139.7821641
Bus Station,35.71468388,139.5623356
Convenience Store,35.63135638,139.6422328
Train Station,35.66605507,139.4770646
Convenience Store,35.67256118,139.7247723
Train Station,35.76868756,139.6621964
Bus Station,35.69321247,139.5585698
Convenience Store,35.635056,139.716457
Convenience Store,35.66416089,139.7718537
Bus Station,35.6128994,139.5501637
Convenience Store,35.67594489,139.9100894
Convenience Store,35.77652614,139.7214442
Convenience Store,35.694116,139.484643
Convenience Store,35.65879562,139.5313427
Train Station,35.71352315,139.7762032
Convenience Store,35.70073676,139.5434312
Bus Station,35.58997638,139.7667879
Train Station,35.71330772,139.7760784
Train Station,35.73827983,139.8483055
Train Station,35.69025019,139.7016103
Convenience Store,35.70950714,139.7318646
Convenience Store,35.68408896,139.7846317
Convenience Store,35.81629506,139.5953373
Convenience Store,35.7186408,139.7837842
Bus Station,35.86602997,139.6618326
Convenience Store,35.69456304,139.7398764
Convenience Store,35.70268842,139.5786852
Convenience Store,35.69373204,139.7636581
Convenience Store,35.67094834,139.7430614
Convenience Store,35.83360354,139.6589974
Convenience Store,35.6574417,139.7396185
Bus Station,35.64638297,139.621974
Bus Station,35.721784,139.560632
Bus Station,35.642475,139.660756
Convenience Store,35.76657086,139.6615137
Convenience Store,35.76795283,139.6619323
Convenience Store,35.62872648,139.7388625
Train Station,35.71306722,139.7762332
Bus Station,35.65418925,139.7968513
Convenience Store,35.63199072,139.7321746
Train Station,35.67997164,139.7692589
Convenience Store,35.71240589,139.7975975
Convenience Store,35.65113445,139.5300604
Convenience Store,35.69815284,139.5612574
Convenience Store,35.573199,139.70152
Convenience Store,35.65288078,139.7476119
Convenience Store,35.70184703,139.6921277
Convenience Store,35.78414634,139.8215985
Convenience Store,35.70700032,139.814364
Airport,35.5489516,139.7844366
Train Station,35.56185799,139.7143967
Train Station,35.67486936,139.7633037
Convenience Store,35.71581244,139.4970292
Convenience Store,35.70800218,139.5616315
Convenience Store,35.79843845,139.6271507
Train Station,35.71353226,139.7759336
Convenience Store,35.73495422,139.6472999
Airport,35.55158708,139.7887141
Convenience Store,35.52950628,139.6275944
Convenience Store,35.66930462,139.7426073
Train Station,35.64831503,139.7532216
Bus Station,35.55035411,139.6202579
Subway,35.67692536,139.7371244
Convenience Store,35.70770015,139.5594414
Convenience Store,35.711341,139.8156
Convenience Store,35.51592815,139.7202131
Train Station,35.61504303,139.5420189
Train Station,35.69005705,139.6847261
Convenience Store,35.67623036,139.7124267
Train Station,35.71319901,139.7763031
Train Station,35.69054241,139.7004136
Train Station,35.6191268,139.7283133
Train Station,35.71174383,139.7981501
Bus Station,35.69217646,139.6980253
Convenience Store,35.63074961,139.7787148
Airport,35.55333939,139.7872174
Bus Station,35.54615769,139.7218983
Bus Station,35.63969829,139.5977569
Convenience Store,35.74991143,139.7364204
Bus Station,35.75090201,139.7365001
Bus Station,35.72251043,139.6932542
Convenience Store,35.66632716,139.7638927
Bus Station,35.72196168,139.6950459
Bus Station,35.5629,139.714061
Convenience Store,35.53297273,139.7014189
Bus Station,35.66060669,139.9011799
Convenience Store,35.63159262,139.6583347
Train Station,35.74548029,139.7196138
Bus Station,35.67895381,139.8272735
Subway,35.70215633,139.7900149
Train Station,35.6814833,139.7677231
Bus Station,35.57456479,139.6202606
Bus Station,35.57353281,139.6183371
Convenience Store,35.82240218,139.5751593
Train Station,35.745537,139.8561072
Bus Station,35.6958047,139.8256908
Train Station,35.58148889,139.6057606
Train Station,35.60714306,139.7347489
Train Station,35.603828,139.507639
Train Station,35.72684104,139.7184616
Convenience Store,35.71088,139.568748
Convenience Store,35.80600775,139.6740073
Bus Station,35.71064,139.811708
Convenience Store,35.71706315,139.7819101
Convenience Store,35.74274177,139.6489629
Airport,35.54896304,139.7840322
Convenience Store,35.66039086,139.6990478
Convenience Store,35.52392226,139.7085292
Train Station,35.60837557,139.6480662
Train Station,35.66651543,139.5098609
Convenience Store,35.72118872,139.7396934
Bus Station,35.71437899,139.5082086
Convenience Store,35.70166843,139.5073691
Convenience Store,35.66915605,139.7486104
Convenience Store,35.75086136,139.5823626
Train Station,35.74996736,139.8056271
Convenience Store,35.73913111,139.768585
Train Station,35.84576422,139.6468058
Convenience Store,35.63916641,139.5977193
Convenience Store,35.80549477,139.5462559
Bus Station,35.69302947,139.6051783
Bus Station,35.72646486,139.5111157
Train Station,35.69874866,139.7729881
Bus Station,35.79773331,139.8021851
Convenience Store,35.54136707,139.6566689
Bus Station,35.72017604,139.5911425
Train Station,35.564853,139.654028
Convenience Store,35.57936417,139.6445131
Bus Station,35.66908563,139.661926
Convenience Store,35.77749933,139.6860599
Convenience Store,35.79473789,139.7994375
Train Station,35.58907489,139.728433
Convenience Store,35.78586845,139.7075494
Bus Station,35.6902594,139.537991
Convenience Store,35.60661916,139.6102989
Bus Station,35.54144779,139.6209613
Convenience Store,35.80223025,139.5574915
Convenience Store,35.70604635,139.7202104
Convenience Store,35.82380711,139.7610283
Train Station,35.71380781,139.7766026
Train Station,35.67124189,139.7649809
Train Station,35.73879909,139.7115091
Train Station,35.73208509,139.798929
Bus Station,35.55265855,139.7350511
Train Station,35.56220032,139.7159428
Train Station,35.73048074,139.7112647
Convenience Store,35.5887893,139.6690285
Convenience Store,35.8236312,139.6784582
Convenience Store,35.56762853,139.7265124
Convenience Store,35.67112952,139.6255177
Convenience Store,35.58878102,139.5591976
Bus Station,35.64022798,139.6820185
Convenience Store,35.68950917,139.8261443
Train Station,35.69082276,139.6999698
Convenience Store,35.62225343,139.5654094
Bus Station,35.77709501,139.6325249
Bus Station,35.546592,139.752552
Bus Station,35.54796199,139.7486353
Subway,35.685999,139.729616
Convenience Store,35.61517587,139.7168469
Train Station,35.58818583,139.7274403
Train Station,35.71482296,139.7779856
Convenience Store,35.685487,139.6774614
Convenience Store,35.67654843,139.7670244
Convenience Store,35.58753167,139.72975
Train Station,35.8590855,139.6573979
Airport,35.55489308,139.7881025
Convenience Store,35.7102803,139.8115075
Convenience Store,35.66297347,139.7449127
Convenience Store,35.6838406,139.7349733
Convenience Store,35.65559315,139.551672
Convenience Store,35.67171337,139.7357118
Bus Station,35.54564278,139.5753962
Convenience Store,35.66356815,139.8101208
Bus Station,35.61611784,139.6721184
Convenience Store,35.68531769,139.6250725
Train Station,35.64571874,139.7476816
Convenience Store,35.57124087,139.685726
Bus Station,35.78275649,139.6659587
Convenience Store,35.67768141,139.7761264
Bus Station,35.76963163,139.6605969
Bus Station,35.5782254,139.6332621
Convenience Store,35.65719524,139.7506964
Train Station,35.66635783,139.7943842
Bus Station,35.69791759,139.7074163
Subway,35.73363076,139.7392842
Airport,35.62503492,139.894246
Convenience Store,35.69880519,139.7739766
Convenience Store,35.78008124,139.7254387
Train Station,35.74098752,139.716666
Convenience Store,35.57211264,139.7290778
Convenience Store,35.69148501,139.5669772
Convenience Store,35.62652671,139.7228175
Bus Station,35.53748634,139.6310906
Convenience Store,35.62757799,139.7229458
Convenience Store,35.57556743,139.7002241
Convenience Store,35.72315301,139.4828916
Airport,35.66734675,139.7399783
Convenience Store,35.65902227,139.5212388
Convenience Store,35.66182915,139.6075201
Convenience Store,35.52186379,139.6285407
Convenience Store,35.78366773,139.6663892
Convenience Store,35.68772158,139.6958215
Bus Station,35.59637708,139.7115889
Train Station,35.64566206,139.7475046
Train Station,35.77728103,139.7212399
Convenience Store,35.70262244,139.6711743
Convenience Store,35.72980417,139.709834
Convenience Store,35.6821961,139.766683
Bus Station,35.60838117,139.554112
Convenience Store,35.57997061,139.697814
Convenience Store,35.71597275,139.7986593
Train Station,35.61970009,139.7281786
Convenience Store,35.66918804,139.649789
Convenience Store,35.67396213,139.7370279
Train Station,35.67846285,139.7404069
Bus Station,35.57888643,139.528808
Convenience Store,35.69663896,139.8136371
Bus Station,35.57916316,139.717075
Convenience Store,35.74895523,139.8049927
Bus Station,35.72426988,139.7910208
Train Station,35.64558264,139.7478169
Bus Station,35.77160368,139.5198923
Convenience Store,35.68669018,139.7648585
Bus Station,35.55596317,139.7068313
Train Station,35.64593234,139.7477111
Bus Station,35.54183237,139.7063276
Convenience Store,35.69669212,139.6824808
Bus Station,35.6460758,139.8697387
Bus Station,35.65119821,139.5439625
Train Station,35.60714545,139.7343199
Convenience Store,35.629448,139.681651
Convenience Store,35.657786,139.573116
Subway,35.685256,139.773614
Airport,35.54821984,139.783473
Convenience Store,35.81984953,139.7140975
Convenience Store,35.83308123,139.713903
Bus Station,35.64371342,139.8025542
Convenience Store,35.70085013,139.7525429
Convenience Store,35.77893285,139.8667502
Airport,35.55029737,139.7892022
Bus Station,35.53840048,139.6888018
Convenience Store,35.7027357,139.742682
Convenience Store,35.7077931,139.794116
Convenience Store,35.69631658,139.7413972
Convenience Store,35.65982425,139.7426578
Convenience Store,35.75028,139.607141
Train Station,35.71451495,139.7778708
Bus Station,35.666862,139.601623
Subway,35.68475126,139.7657275
Convenience Store,35.53997462,139.664855
Convenience Store,35.67017513,139.6282804
Convenience Store,35.67410158,139.7409439
Bus Station,35.67022307,139.7421026
Bus Station,35.58809712,139.7273754
Convenience Store,35.51685819,139.6901093
Train Station,35.69912939,139.7726885
Convenience Store,35.78766691,139.7042593
Convenience Store,35.66374467,139.701038
Bus Station,35.69155125,139.7106712
Bus Station,35.75094214,139.7993061
Convenience Store,35.630974,139.633457
Train Station,35.64615466,139.8272098
Train Station,35.6838101,139.8643255
Convenience Store,35.57692752,139.714272
Convenience Store,35.67083627,139.8194578
Bus Station,35.521749,139.630026
Bus Station,35.73439998,139.7373733
Convenience Store,35.6979263,139.753022
Convenience Store,35.80393573,139.718526
Train Station,35.72860737,139.7101736
Train Station,35.69103403,139.6977809
Convenience Store,35.64244252,139.7132995
Convenience Store,35.62826211,139.7391361
Convenience Store,35.56256074,139.7130302
Convenience Store,35.70136922,139.7523682
Bus Station,35.60803488,139.5505628
Train Station,35.71334672,139.7769928
Convenience Store,35.64878328,139.6081907
Bus Station,35.7914918,139.6918778
Convenience Store,35.76324656,139.8459417
Convenience Store,35.62814439,139.6352676
Convenience Store,35.668051,139.7538708
Convenience Store,35.65201334,139.8725975
Train Station,35.60986479,139.7501524
Bus Station,35.66556388,139.7131549
Train Station,35.73057818,139.7113994
Bus Station,35.681695,139.719807
Convenience Store,35.68298805,139.6871118
Bus Station,35.76442183,139.7043371
Convenience Store,35.83202748,139.7343149
Bus Station,35.82797959,139.6894648
Convenience Store,35.72668306,139.8084394
Convenience Store,35.69075109,139.6673192
Bus Station,35.71133657,139.7740799
Bus Station,35.71980367,139.7952613
Train Station,35.65424272,139.7053502
Convenience Store,35.70933726,139.7160771
Bus Station,35.70172506,139.8253396
Convenience Store,35.78413314,139.6278932
Convenience Store,35.56368863,139.6401789
Convenience Store,35.69239776,139.7220987
Convenience Store,35.6819176,139.6875605
Subway,35.65767777,139.7025777
Convenience Store,35.62875373,139.7379948
Convenience Store,35.62824467,139.7386533
Bus Station,35.82181666,139.574207
Convenience Store,35.545512,139.5746896
Train Station,35.6805443,139.7660141
Convenience Store,35.77092034,139.6427938
Convenience Store,35.64664291,139.6712628
Convenience Store,35.668118,139.477151
Convenience Store,35.6964602,139.7755642
Train Station,35.7134609,139.7762781
Convenience Store,35.80536706,139.7204468
Train Station,35.68916866,139.6999948
Bus Station,35.68051118,139.7653153
Convenience Store,35.750135,139.587455
Convenience Store,35.7498951,139.5872211
